Year:,Seller:,Bike make:,Zone:,Starter:,Kilometers:,Warranty:,Condition:,Negotiable:,Lot number:,Price:,Bike model:,Fuel system:,Displacement:,Engine type:,Power:,Gearbox:,Ignition system:,Reserve fuel capacity:,Mileage:,Fuel control:,Transmission type:,Fuel comsumption:
2015,Owner,KTM,Koshi,,28000,None,New,,30,"रु 3,50,000",KTM RC 390,Petrol,373 cc,,,6 Manual,Spark Ignition,,25,,Chain Drive Wet multi-disc,
2016,Owner,Bajaj,Gandaki,,10598,None,New,Negotiable,12,"रु 2,20,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2013,,Bajaj,Lumbini,,29000,None,New,,17,,Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,Yamaha,Lumbini,,15000,None,New,Not negotiable,26,"रु 2,50,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
1989,Owner,Royal Enfield,Bheri,,80000,None,New,Negotiable,1,"रु 2,50,000",Royal Enfield Standard Bullet 350cc,Micarb VM 24,346 cc,"Single Cylinder, Four Stroke, OHV, SI Engine, Air Cooled, Twinspark",20,,Digital TCI,,,,,
2016,Owner,KTM,Gandaki,Electric,8300,None,New,,12,"रु 4,00,000",KTM Duke 390,,,"373.2cc, single cylinder, liquid-cooled",,6-speed Manual,Bosch digital integrated spark/fuel injection,,30,,"Wet clutch, 6-speed, chain",
2017,Owner,Yamaha,Bagmati,,9000,None,New,,82,,Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2016,Owner,Bajaj,Gandaki,,11000,None,New,Negotiable,11,"रु 1,99,900",Bajaj Pulsar 180cc,,,,,,,,,,,
2016,Owner,Royal Enfield,Bagmati,,23657,None,New,,70,"रु 4,20,000",Royal Enfield Battle Green,Keihin Electronic Fuel Injection,499 cc,"Single Cylinder, 4 stroke",27,5 Speed Constant Mesh,Digital Electronic Ignition,,,,,
2016,Owner,Bajaj,Bagmati,,19000,None,New,Negotiable,72,"रु 2,60,000",Bajaj Pulsar RS200,Petrol,199.5 CC,"Liquid cooled, 4 stroke",200,Manual,,,,,,
,Owner,Yamaha,Narayani,,40000,None,New,Negotiable,25,"रु 95,000",Yamaha FZ,,,,,5,,,30,,,
2010,Owner,Bajaj,Bagmati,Electric,65000,None,New,,43,,Bajaj Pulsar 180cc,,,kathmandu,,,,,40 over denx,,,
2015,Owner,Bajaj,Koshi,,9000,None,New,Negotiable,22,"रु 1,95,000",Bajaj Pulsar AS 150,Petrol,149.50 cc,,,,,,53,,Chain Drive,
,Owner,Bajaj,Bagmati,,16000,None,New,,63,,Bajaj Discover 125 cc,,,,,,,,,,,
2012,Owner,Bajaj,Bagmati,,34000,None,New,Negotiable,54,"रु 1,10,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2015,Owner,Bajaj,Bagmati,,34000,None,New,Negotiable,62,"रु 1,60,000",Bajaj Pulsar 150cc,,,,,,,,,,,
,Owner,Bajaj,Koshi,,1200,None,New,,30,,Dominar 400,,,,,,,,,,,
2015,Owner,Yamaha,Bagmati,,25000,None,New,Negotiable,60,"रु 1,80,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2017,Owner,Bajaj,Gandaki,Electric,3500,None,New,Negotiable,13,"रु 2,55,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2012,Owner,Bajaj,Bagmati,,,None,New,,55,"रु 1,50,000",,,,,,,,,,,,
,,Hero,Gandaki,,935,None,New,,9369,,Hero Dash,,110.9 CC,,6,,,,50,,Auto,Petrol
2016,Owner,Bajaj,Koshi,,7600,None,New,Negotiable,25,"रु 2,60,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2012,Owner,Royal Enfield,Bagmati,,30000,None,New,,53,,Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,30,,,
2016,Owner,KTM,Gandaki,,1543,None,New,,13,"रु 4,75,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2013,Owner,Royal Enfield,Bagmati,,31000,None,New,,55,"रु 3,00,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2016,Owner,Bajaj,Bagmati,,20700,None,New,Negotiable,70,"रु 1,30,000",Bajaj Pulsar AS 150,Petrol,149.50 cc,,,,,,53,,Chain Drive,
2014,Owner,Yamaha,Bagmati,,35000,None,New,Negotiable,62,"रु 2,00,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2017,Owner,Other Bike Brand,Bagmati,,10000,None,New,,81,,,,,,,,,,,,,
2013,Owner,Yamaha,Bagmati,,24000,None,New,Negotiable,61,"रु 2,00,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2017,Owner,Royal Enfield,Bagmati,,6000,None,New,,83,"रु 4,20,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
,Owner,Yamaha,Bagmati,,14000,None,New,Negotiable,71,"रु 2,50,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
2016,Owner,Royal Enfield,Bagmati,,15000,None,New,,71,"रु 3,70,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2013,Owner,Bajaj,Bagmati,,48000,None,New,Negotiable,57,"रु 1,65,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2012,Owner,Hero,Bagmati,,36000,None,New,Negotiable,49,"रु 75,000",Hero New Glamour DSS,,,,,,,,,,,
2016,Owner,Yamaha,Bagmati,,10400,None,New,,80,,Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2016,Owner,KTM,Bagmati,,10000,None,New,,80,"रु 4,50,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2016,Owner,Royal Enfield,Gandaki,,4000,None,New,,51,"रु 4,20,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2014,Owner,Yamaha,Bagmati,,28300,None,New,Negotiable,66,"रु 2,20,000",YZF R15,,,,,,,,,,,
2016,Owner,Honda,Bagmati,Electric & Kick,11000,None,New,Negotiable,75,"रु 1,55,000",Honda Aviator,Carburettor,109.00 ccm (6.65 cubic inches),"Single cylinder, four-stroke",8,Automatic,Fully transistorised with electronic advance,,,OHC,Chain,
2012,Owner,KTM,Bagmati,,13750,None,New,Negotiable,73,"रु 3,40,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,30,,,
2016,,Honda,Bagmati,,6000,None,New,,81,"रु 15,000",,,,,,,,,,,,
2016,Owner,Yamaha,Janakpur,,9000,None,New,,9,"रु 3,00,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
2015,Owner,Bajaj,Mechi,,11800,None,New,Negotiable,7,"रु 1,85,000",Bajaj Pulsar AS 150,Petrol,149.50 cc,,,,,,53,,Chain Drive,
2017,Owner,Bajaj,Mechi,,14000,None,New,Negotiable,8,"रु 2,60,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2015,Owner,Yamaha,Narayani,Electric,18000,None,New,Negotiable,37,"रु 1,70,000",Yamaha New FZS,,,,,,,,,,,
2016,Owner,TVS,Bagmati,,18176,None,New,Negotiable,74,"रु 1,85,000",TVS Apache RTR 180cc,Carburettor. Mikuni BS-29,177.40 ccm (10.82 cubic inches),"Single cylinder, four-stroke",17,5-speed,IDI-Dual mode digital ignition,1.70 litres (0.45 gallons),,SOHC,Chain,
2008,Owner,Bajaj,Gandaki,Electric & Kick,31000,None,New,Not negotiable,2008,"रु 75,000",Bajaj Discover 150cc,PATROL ,Yes ,Dtsi,150,Yes ,Yes ,16L,45,Yes ,Yes ,PATROL 
2012,Owner,Bajaj,Mechi,,41000,None,New,Negotiable,7,"रु 1,40,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2016,Owner,Yamaha,Narayani,,6000,None,New,Negotiable,43,"रु 1,40,000",Yamaha Ray ZR,Petrol,,"Air Cooled 4-Stroke, SOHC, 2-Valve",7,,,,,Petrol,Automatic,
2011,Owner,Hero,Bagmati,Electric & Kick,42000,None,New,Negotiable,48,"रु 1,00,000",Hero Karizma,,,,,5,,,35,carboretor,,
,Owner,KTM,Gandaki,Electric,28000,None,New,Negotiable,12,"रु 3,50,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2012,Owner,Hero,Bagmati,Electric & Kick,37000,Available,New,Not negotiable,49,"रु 75,000",Hero New Glamour DRS,..,..,horizontal ,125,..,..,Ys,45-50,Corburator,.., ..
2016,Owner,Royal Enfield,Bagmati,,15000,None,New,,71,"रु 3,70,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2017,Owner,UM Motorcycles,Bagmati,,1300,None,New,Negotiable,86,"रु 2,30,000",Renegade,,279cc,,,,,,30,Petrol powertrain,6 speed synchronized mesh,
,Owner,Crossfire,Lumbini,,12000,None,New,Not negotiable,11,"रु 3,00,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2008,Owner,Bajaj,Bagmati,,3600,None,New,Negotiable,31,"रु 65,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2015,Owner,Other Bike Brand,Lumbini,,10000,None,New,,29,,,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,,5000,None,New,Negotiable,85,"रु 2,60,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2016,Owner,Bajaj,Gandaki,,10500,None,New,Negotiable,11,"रु 1,99,900",Bajaj Pulsar 180cc,,,,,,,,,,,
2009,Owner,Hartford,Lumbini,,24000,None,New,Negotiable,9,"रु 1,40,000",Hartford VR 150 H,,,,,,,,,,,
2015,Owner,Honda,Lumbini,Electric & Kick,20449,None,New,,6457,"रु 1,35,000",Honda Activa 125,Carburettor,109.00 ccm (6.65 cubic inches),"Single cylinder, four-stroke",8,Automatic,,2 ltr,,OHC,Chain,70kmpl
2008,Owner,Royal Enfield,Bagmati,,,None,New,Negotiable,1,"रु 70,000",Royal Enfield Electra 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2013,Owner,Yamaha,Bagmati,,31000,None,New,Negotiable,56,"रु 1,70,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2016,Owner,Honda,Gandaki,,6000,None,New,Negotiable,12,"रु 1,25,000",Honda Navi,Petrol,109.19 cc,"4-Stroke, SI Engine",,,Kick and Self Start,,60,,,
2017,Owner,KTM,Gandaki,,2500,None,New,Negotiable,13,"रु 3,80,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2015,Owner,Bajaj,Bagmati,,20000,None,New,Not negotiable,68,"रु 1,58,000",Bajaj Pulsar 150cc,,,,,,,,,,,
,Dealer,Hartford,Gandaki,,15000,None,New,,11,,Hartford VR 150 H,,,,,,,,,,,
2009,Owner,Hartford,Bagmati,,25000,None,New,Not negotiable,35,"रु 1,08,000",Hartford VR 150 H,,,,,,,,,,,
2016,Owner,Bajaj,Bagmati,,5100,None,New,,79,,,,,,,,,,,,,
2008,,TVS,Gandaki,,45000,None,New,Negotiable,4,"रु 60,000",TVS Apache RTR 160CC,,161 cc,4-Stroke SingleCylinder AirCooled,15,5-Speed,IDI-Dual Mode Digital Ignition,2.5 litre,,,,
2016,Owner,Bajaj,Bagmati,,5200,None,New,Negotiable,79,"रु 2,10,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2014,Owner,Bajaj,Bagmati,,16000,None,New,Negotiable,64,"रु 1,95,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2016,Owner,Yamaha,Koshi,,8000,None,New,Negotiable,27,"रु 2,90,000",YZF R15,,,,,,,,,,,
2016,Owner,KTM,Janakpur,,15000,None,New,Negotiable,11,"रु 3,35,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2016,Owner,Royal Enfield,Bagmati,,5000,None,New,,84,"रु 4,20,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2015,Owner,Hartford,Bagmati,,20000,None,New,Negotiable,65,"रु 2,50,000",Hartford VR 150 H,,150,,,5,,,30+,Fi,,
2011,Owner,Honda,Narayani,,32560,None,New,Negotiable,28,"रु 1,05,000",Honda Dio,,,,,,,,,,,
2016,Owner,KTM,Bagmati,,2500,None,New,Negotiable,73,"रु 5,00,000",KTM Duke 390,,,"373.2cc, single cylinder, liquid-cooled",,6-speed Manual,Bosch digital integrated spark/fuel injection,,25,,"Wet clutch, 6-speed, chain",
2016,Owner,Bajaj,Bagmati,Electric,4400,None,New,Negotiable,74,"रु 2,90,000",Bajaj Pulsar RS200,Petrol,199.5 CC,"Liquid cooled, 4 stroke",200,6,Electric,,30,,Manual ,
2011,Owner,Hero,Bagmati,,36000,None,New,Not negotiable,49,"रु 75,000",Hero New Glamour DRS,,,,,,,,,,,
2017,Owner,KTM,Bagmati,Electric,5900,Available,New,,81,"रु 4,60,000",KTM RC 200,Fuel Injection,199 cc,,,6,Spark Ignition,2 ltr - 70 km on Reserve,35,Petrol,Chain Drive Wet multi-disc,petrol
2016,Owner,Bajaj,Bagmati,,9223,None,New,Negotiable,72,"रु 1,75,000",Bajaj Pulsar AS 150,Petrol,149.50 cc,,,,,,53,,Chain Drive,
2015,Owner,Bajaj,Koshi,,12365,None,New,Negotiable,23,"रु 1,75,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2016,Owner,Hero,Bagmati,,6000,None,New,Negotiable,68,"रु 1,40,000",Hero Pleasure,Carburettor,102.00 ccm (6.22 cubic inches),"Single cylinder, four-stroke",7,Automatic,C.D.I.,,,OHC,Shaft drive (cardan),
2017,Owner,Bajaj,Bagmati,,4500,None,New,Negotiable,82,"रु 2,00,000",Pulsar NS160,,,,,,,,,,,
,Owner,Bajaj,Bagmati,Electric & Kick,3000,None,New,Negotiable,83,"रु 2,00,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2016,Dealer,Suzuki,Mechi,,19000,None,New,Negotiable,7,"रु 1,70,000",Suzuki Gixxer,Carbureted type fuel supply system,154.9cc,"4-stroke, single-cylinder",,5-speed,,,45,,,
2016,Dealer,Suzuki,Mechi,,19000,None,New,Negotiable,7,"रु 1,70,000",Suzuki Gixxer,Carbureted type fuel supply system,154.9cc,"4-stroke, single-cylinder",,5-speed,,,45,,,
2010,,TVS,Gandaki,,50000,None,New,Negotiable,4,"रु 70,000",TVS Apache RTR 160CC,,161 cc,4-Stroke SingleCylinder AirCooled,15,5-Speed,IDI-Dual Mode Digital Ignition,2.5 litre,,,,
,Owner,Bajaj,Bagmati,,7500,None,New,,81,,Bajaj Pulsar AS 200,,199.5 CC,"Liquid cooled, 4 stroke",,6,,,,,Manual,
,,Honda,Bagmati,,13000,None,New,Negotiable,74,"रु 1,50,000",,,,,,,,,,,,
2016,Owner,KTM,Gandaki,,15000,None,New,Negotiable,11,"रु 3,30,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
,Owner,Yamaha,Bagmati,,16000,None,New,Negotiable,65,"रु 2,10,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,35+,,,
2017,Owner,Honda,Bagmati,,7700,None,New,,81,"रु 2,35,000",Honda CB Hornet 160R,,162.7 CC,"162.71cc, four stroke, air-cooled engine",,Five-speed manual greabox,Carburetor,,62,,5 Speed,
2016,Owner,Yamaha,Bagmati,,9000,None,New,Negotiable,74,"रु 2,85,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2015,Owner,Yamaha,Bagmati,Electric,15000,None,New,Not negotiable,68,"रु 2,05,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,Yes,Auto,40-45,Yes,,
2015,Owner,Yamaha,Bagmati,,23500,None,New,Negotiable,55,"रु 1,76,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2016,Owner,TVS,Sagarmatha,Electric & Kick,11000,Available,New,,8,,TVS Apache RTR 180cc,Carburettor. Mikuni BS-29,177.40 ccm (10.82 cubic inches),"Single cylinder, four-stroke",17,5-speed,IDI-Dual mode digital ignition,1.70 litres (0.45 gallons),45,SOHC,Chain,
2013,Owner,Royal Enfield,Gandaki,,22000,None,New,,8,"रु 3,35,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2017,Owner,Bajaj,Mechi,,6900,None,New,Negotiable,8,"रु 3,40,000",Bajaj Pulsar RS200,Petrol,199.5 CC,"Liquid cooled, 4 stroke",200,Manual,,,,,,
2009,Owner,Honda,Bagmati,,38000,None,New,Negotiable,30,"रु 75,000",Honda CB Shine DSS,Carburettor. CV type,124.70 ccm (7.61 cubic inches),"Single cylinder, four-stroke",10,4-speed,Digital CDI,,,OHC,Chain,1.54 litres/100 km (64.9 km/l or 152.74 mpg)
2014,Owner,Yamaha,Gandaki,,20000,None,New,Negotiable,10,"रु 2,20,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2008,Owner,Bajaj,Gandaki,,,None,New,,3,,Bajaj Pulsar 150cc,,,,,,,,,,,
2017,Owner,Bajaj,Lumbini,,4500,None,New,Negotiable,33,"रु 2,65,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,,8600,None,New,Negotiable,81,"रु 2,40,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,Bajaj,Narayani,,13000,None,New,Negotiable,42,"रु 2,00,000",Bajaj Pulsar 180cc,,,,,5,electric,3liter,35,,,
2016,Owner,Crossfire,Gandaki,,4500,None,New,Negotiable,11,"रु 5,10,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2012,Owner,Honda,Bagmati,,32050,None,New,Negotiable,52,"रु 1,15,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2013,Owner,Royal Enfield,Bagmati,,16000,None,New,,57,"रु 3,25,000",Royal Enfield Battle Green,Keihin Electronic Fuel Injection,499 cc,"Single Cylinder, 4 stroke",27,5 Speed Constant Mesh,Digital Electronic Ignition,,,,,
2016,Owner,Bajaj,Bagmati,,4500,None,New,Not negotiable,77,"रु 2,45,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2009,Owner,TVS,Bagmati,,11000,None,New,,41,"रु 30,999",TVS Pep Plus,,87.8 cc,4-Stroke Single Cylinder forced Air-Cooled,5,Variomatic,Digital CDI,0 litre,,,,
2015,Owner,Bajaj,Bagmati,,37000,None,New,Negotiable,65,"रु 1,25,000",Bajaj Discover 150cc,,,,,,,,,,,
2011,Owner,Honda,Gandaki,,31000,None,New,Negotiable,7,"रु 95,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2014,Owner,Hero,Koshi,Electric & Kick,25164,None,New,,16,"रु 1,99,999",Hero CBZ Xtreme - DSS,Carburettor,149.2cc,"Air Cooled, 4- Stroke, ATFT",14,5-speed,,,,,,
2016,Owner,Yamaha,Lumbini,,5000,None,New,Negotiable,29,"रु 2,00,000",Yamaha FZ,,,,,,,,,,,
2016,Owner,Bajaj,Bagmati,,6000,None,New,Negotiable,80,"रु 2,40,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2015,Owner,Bajaj,Gandaki,Electric,19000,None,New,,11,"रु 1,75,000",Bajaj Pulsar 180cc,,,,,5,,,,,,
2015,Owner,UM Motorcycles,Bagmati,,17500,None,New,Negotiable,70,"रु 1,70,000",Renegade Sports S,,,,,,,,,,,
2014,Owner,MV Agusta,Gandaki,,7000,None,New,,62,,,,,,,,,,,,,
2010,Owner,Bajaj,Mechi,,50000,None,New,,2010,,,,,,,,,,,,,
2016,Owner,Yamaha,Bagmati,Electric,5800,None,New,Negotiable,81,"रु 2,20,000",Yamaha FZ S V 2.0,Fuel Injection,149 cc,149cc fi blue core technology ,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2014,Owner,Honda,Bagmati,,,None,New,,57,,Honda Dio,,,,,,,,,,,
2009,Owner,Hero,Bagmati,,50000,None,New,Negotiable,34,"रु 70,000",Hero New Karizma DSS,,,,,,,,,,,
2010,Owner,Hartford,Gandaki,,,None,New,,6,,Hartford VR 150 H,,,,,,,,,,,
,Owner,Royal Enfield,Gandaki,,20000,None,New,Negotiable,8,"रु 3,10,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2010,Owner,Bajaj,Bagmati,Electric & Kick,,None,New,Negotiable,44,"रु 70,000",Bajaj Discover 150cc,Petrol,,,150cc,4,,2liter,40/45,,,
2016,Owner,Bajaj,Bagmati,Electric,12500,None,New,,74,,Avenger Street 150,,150Cc,4S,20Bhp,5,,2L,45,,,
,,Bajaj,Bagmati,,5000,None,New,,83,"रु 2,62,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,,5000,None,New,Negotiable,83,"रु 2,60,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2017,Owner,Royal Enfield,Koshi,,2500,None,New,,30,"रु 3,80,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2013,Owner,Honda,Bagmati,Electric & Kick,13000,None,New,,55,,Honda Aviator,Carburettor,109.00 ccm (6.65 cubic inches),"Single cylinder, four-stroke",8,Automatic,Fully transistorised with electronic advance,1.15,40,OHC,Chain,
2011,Owner,Hero,Bagmati,,60000,None,New,Negotiable,34,"रु 60,000",Hero Splendor NXG,"Carburettor. Side Draft, Variable Venturi Type",97.50 ccm (5.95 cubic inches),"Single cylinder, four-stroke",7,4-speed,Digital CDI,1.80 litres (0.48 gallons),,OHC,Chain,
2016,Owner,KTM,Bagmati,,3300,None,New,Negotiable,74,"रु 3,50,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2015,Owner,Bajaj,Bagmati,,20000,None,New,,68,"रु 1,58,000",Bajaj Pulsar 150cc,Injection,219.00 ccm (13.36 cubic inches),"Single cylinder, four-stroke",19,,,3.40 litres (0.90 gallons),,,Chain,
2015,Owner,Hero,Bagmati,Electric & Kick,24000,None,New,Negotiable,65,"रु 1,00,500",Splendor iSmart,,,,,4,normal,1.8,55-60,,,
,,Yamaha,Koshi,,27000,None,New,Not negotiable,21,"रु 1,80,000",Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2012,Owner,Honda,Bagmati,,22000,None,New,Not negotiable,45,"रु 60,000",Honda Dio,,,,,,,,,,,
2016,Owner,Bajaj,Koshi,,22000,None,New,Negotiable,29,"रु 1,60,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2017,Owner,UM Motorcycles,Bagmati,,1090,None,New,Negotiable,86,"रु 2,30,000",Renegade,,279cc,,,,,,30,Petrol powertrain,6 speed synchronized mesh,
2017,Owner,Bajaj,Bagmati,,10300,None,New,Negotiable,80,"रु 2,40,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2011,,Yamaha,Bagmati,,32856,None,New,,3219,,Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2016,Owner,Yamaha,Bagmati,,14000,None,New,,73,,FZ-FI,,,,,5,,,40,,chain,
,Owner,Yamaha,Bagmati,,7500,None,New,Negotiable,78,"रु 2,55,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
,Owner,Yamaha,Bagmati,Electric,14000,Available,New,,78,"रु 2,60,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
2016,Owner,Yamaha,Bagmati,,14000,None,New,Negotiable,73,"रु 1,85,000",FZ-FI,,,,,,,,,,,
2016,Owner,Bajaj,Lumbini,,14000,None,New,Negotiable,27,"रु 3,30,000",Bajaj Pulsar RS200,Petrol,199.5 CC,"Liquid cooled, 4 stroke",200,Manual,,,,,,
2016,,TVS,Bagmati,,1700,None,New,Not negotiable,74,"रु 1,85,000",TVS Apache RTR 180cc,Carburettor. Mikuni BS-29,177.40 ccm (10.82 cubic inches),"Single cylinder, four-stroke",17,5-speed,IDI-Dual mode digital ignition,1.70 litres (0.45 gallons),35,SOHC,Chain,
2014,Owner,Royal Enfield,Koshi,,22000,None,New,,19,"रु 4,00,000",Royal Enfield Desert Storm,Keihin Electronic Fuel Injection,499 cc,"Single Cylinder, 4 stroke,Twinspark",27,5 Speed Constant Mesh,Digital Electronic Ignition,,,,,
